"Element"	"ionState"	"Ei"	"gi"
"Dy"	"II"	5.04551	8
"Dy"	"II"	5.059448	20
"Dy"	"II"	5.063717	12
"Dy"	"II"	5.076585	12
"Dy"	"II"	5.08052	10
"Dy"	"II"	5.083857	14
"Dy"	"II"	5.092108	14
"Dy"	"II"	5.097128	16
"Dy"	"II"	5.116364	6
"Dy"	"II"	5.117349	6
"Dy"	"II"	5.121201	12
"Dy"	"II"	5.122713	10
"Dy"	"II"	5.124941	8
"Dy"	"II"	5.139813	8
"Dy"	"II"	5.141921	10
"Dy"	"II"	5.151123	14
"Dy"	"II"	5.15119	10
"Dy"	"II"	5.155747	18
"Dy"	"II"	5.157031	10
"Dy"	"II"	5.162532	6
"Dy"	"II"	5.168819	8
"Dy"	"II"	5.170437	8
"Dy"	"II"	5.176038	10
"Dy"	"II"	5.18364	8
"Dy"	"II"	5.19227	14
"Dy"	"II"	5.196513	8
"Dy"	"II"	5.214836	6
"Dy"	"II"	5.215726	12
"Dy"	"II"	5.2177	12
"Dy"	"II"	5.224361	14
"Dy"	"II"	5.226017	12
"Dy"	"II"	5.23913	10
"Dy"	"II"	5.242839	10
"Dy"	"II"	5.243209	14
"Dy"	"II"	5.247299	6
"Dy"	"II"	5.248705	14
"Dy"	"II"	5.263345	4
"Dy"	"II"	5.266722	20
"Dy"	"II"	5.275539	16
"Dy"	"II"	5.285303	8
"Dy"	"II"	5.289517	6
"Dy"	"II"	5.299294	18
"Dy"	"II"	5.300601	6
"Dy"	"II"	5.306059	10
"Dy"	"II"	5.308145	12
"Dy"	"II"	5.310424	8
"Dy"	"II"	5.316816	14
"Dy"	"II"	5.320359	10
"Dy"	"II"	5.33169	16
"Dy"	"II"	5.337319	4
"Dy"	"II"	5.339527	18
"Dy"	"II"	5.350015	8
"Dy"	"II"	5.35186	8
"Dy"	"II"	5.362329	6
"Dy"	"II"	5.383649	14
"Dy"	"II"	5.39757	10
"Dy"	"II"	5.404014	6
"Dy"	"II"	5.4142	8
"Dy"	"II"	5.414756	10
"Dy"	"II"	5.416868	12
"Dy"	"II"	5.429807	16
"Dy"	"II"	5.434101	6
"Dy"	"II"	5.435232	8
"Dy"	"II"	5.441831	16
"Dy"	"II"	5.445948	4
"Dy"	"II"	5.447791	6
"Dy"	"II"	5.460641	12
"Dy"	"II"	5.461407	14
"Dy"	"II"	5.46453	18
"Dy"	"II"	5.470182	8
"Dy"	"II"	5.474768	22
"Dy"	"II"	5.478802	14
"Dy"	"II"	5.481503	4
"Dy"	"II"	5.496388	12
"Dy"	"II"	5.498948	10
"Dy"	"II"	5.510995	6
"Dy"	"II"	5.517542	20
"Dy"	"II"	5.520322	8
"Dy"	"II"	5.520948	8
"Dy"	"II"	5.521371	4
"Dy"	"II"	5.522907	18
"Dy"	"II"	5.535563	8
"Dy"	"II"	5.536289	16
"Dy"	"II"	5.546746	10
"Dy"	"II"	5.55598	14
"Dy"	"II"	5.562629	6
"Dy"	"II"	5.56737	12
"Dy"	"II"	5.586331	10
"Dy"	"II"	5.587562	4
"Dy"	"II"	5.591876	8
"Dy"	"II"	5.594553	14
"Dy"	"II"	5.595747	16
"Dy"	"II"	5.596462	10
"Dy"	"II"	5.596632	16
"Dy"	"II"	5.599209	6
"Dy"	"II"	5.605393	6
"Dy"	"II"	5.607516	8
"Dy"	"II"	5.609048	18
"Dy"	"II"	5.609262	12
"Dy"	"II"	5.618597	16
"Dy"	"II"	5.620416	8
"Dy"	"II"	5.623493	14
"Dy"	"II"	5.62371	8
"Dy"	"II"	5.632291	10
"Dy"	"II"	5.641364	6
"Dy"	"II"	5.64397	6
"Dy"	"II"	5.646945	12
"Dy"	"II"	5.656659	8
"Dy"	"II"	5.666281	20
"Dy"	"II"	5.67524	14
"Dy"	"II"	5.678476	10
"Dy"	"II"	5.695207	22
"Dy"	"II"	5.699237	8
"Dy"	"II"	5.704564	4
"Dy"	"II"	5.711537	20
"Dy"	"II"	5.713543	16
"Dy"	"II"	5.714595	10
"Dy"	"II"	5.72334	10
"Dy"	"II"	5.730664	14
"Dy"	"II"	5.735109	18
"Dy"	"II"	5.764064	14
"Dy"	"II"	5.765094	12
"Dy"	"II"	5.783584	12
"Dy"	"II"	5.789336	18
"Dy"	"II"	5.799864	14
"Dy"	"II"	5.802252	8
"Dy"	"II"	5.80912	16
"Dy"	"II"	5.820193	14
"Dy"	"II"	5.82429	12
"Dy"	"II"	5.83012	12
"Dy"	"II"	5.838653	16
"Dy"	"II"	5.853065	18
"Dy"	"II"	5.871611	14
"Dy"	"II"	5.877025	12
"Dy"	"II"	5.884591	10
"Dy"	"II"	5.897254	6
"Dy"	"II"	5.901366	16
"Dy"	"II"	5.916371	18
"Dy"	"II"	5.93065	12
"Dy"	"II"	5.946385	14
"Dy"	"II"	5.953984	18
"Dy"	"II"	5.95569	14
"Dy"	"II"	5.957709	16
"Dy"	"II"	5.958669	22
"Dy"	"II"	5.959809	20
"Dy"	"II"	5.981114	12
"Dy"	"II"	5.994176	20
"Dy"	"II"	6.0094	12
"Dy"	"II"	6.011638	14
"Dy"	"II"	6.011876	16
"Dy"	"II"	6.036168	10
"Dy"	"II"	6.054293	14
"Dy"	"II"	6.05599	14
"Dy"	"II"	6.058296	12
"Dy"	"II"	6.069038	16
"Dy"	"II"	6.073843	16
"Dy"	"II"	6.082421	12
"Dy"	"II"	6.091708	14
"Dy"	"II"	6.104134	16
"Dy"	"II"	6.11744	14
"Dy"	"II"	6.132547	12
"Dy"	"II"	6.141886	18
"Dy"	"II"	6.14276	20
"Dy"	"II"	6.150002	14
"Dy"	"II"	6.150546	12
"Dy"	"II"	6.159007	18
"Dy"	"II"	6.159571	14
"Dy"	"II"	6.176104	16
"Dy"	"II"	6.181427	14
"Dy"	"II"	6.201408	20
"Dy"	"II"	6.205593	14
"Dy"	"II"	6.211844	14
"Dy"	"II"	6.215237	16
"Dy"	"II"	6.224813	16
"Dy"	"II"	6.2498973	14
"Dy"	"II"	6.255987	18
"Dy"	"II"	6.26386	16
"Dy"	"II"	6.294494	12
"Dy"	"II"	6.296411	16
"Dy"	"II"	6.305642	14
"Dy"	"II"	6.334069	14
"Dy"	"II"	6.338598	16
"Dy"	"II"	6.373537	18
"Dy"	"II"	6.39676	22
"Dy"	"II"	6.402571	20
"Dy"	"II"	6.412047	18
"Dy"	"II"	6.448288	14
"Dy"	"II"	6.496161	16
"Dy"	"II"	6.57148	18
"Dy"	"II"	6.650677	22
"Dy"	"II"	6.662673	18
"Sm"	"II"	0	2
"Sm"	"II"	0.040498	4
"Sm"	"II"	0.103926	6
"Sm"	"II"	0.184632	8
"Sm"	"II"	0.277473	10
"Sm"	"II"	0.37848	12
"Sm"	"II"	0.484731	14
"Sm"	"II"	0.188244	2
"Sm"	"II"	0.248369	4
"Sm"	"II"	0.333355	6
"Sm"	"II"	0.433836	8
"Sm"	"II"	0.543798	10
"Sm"	"II"	0.659293	12
"Sm"	"II"	0.884635	4
"Sm"	"II"	0.932964	6
"Sm"	"II"	0.997577	8
"Sm"	"II"	1.076087	10
"Sm"	"II"	1.166273	12
"Sm"	"II"	1.266422	14
"Sm"	"II"	1.375488	16
"Sm"	"II"	1.493402	18
"Sm"	"II"	1.063623	4
"Sm"	"II"	1.166691	6
"Sm"	"II"	1.262246	8
"Sm"	"II"	1.358887	10
"Sm"	"II"	1.461904	12
"Sm"	"II"	1.285903	2
"Sm"	"II"	1.304128	4
"Sm"	"II"	1.348117	6
"Sm"	"II"	1.41285	8
"Sm"	"II"	1.493411	10
"Sm"	"II"	1.585734	12
"Sm"	"II"	1.686743	14
"Sm"	"II"	1.798226	16
"Sm"	"II"	1.332012	2
"Sm"	"II"	1.383081	4
"Sm"	"II"	1.445631	6
"Sm"	"II"	1.516617	8
"Sm"	"II"	1.592155	10
"Sm"	"II"	1.669633	12
"Sm"	"II"	1.746262	14
"Sm"	"II"	1.369691	4
"Sm"	"II"	1.46284	6
"Sm"	"II"	1.708137	8
"Sm"	"II"	1.558085	6
"Sm"	"II"	1.610289	8
"Sm"	"II"	1.750037	10
"Sm"	"II"	1.759761	6
"Sm"	"II"	1.818595	8
"Sm"	"II"	1.889885	10
"Sm"	"II"	1.971044	12
"Sm"	"II"	2.060059	14
"Sm"	"II"	2.15632	16
"Sm"	"II"	1.993387	4
"Sm"	"II"	2.003872	2
"Sm"	"II"	2.108388	8
"Sm"	"II"	2.196735	10
"Sm"	"II"	2.294551	12
"Sm"	"II"	2.036899	6
"Sm"	"II"	2.114501	2
"Sm"	"II"	2.178202	4
"Sm"	"II"	2.331856	8
"Sm"	"II"	2.405327	10
"Sm"	"II"	2.238031	6
"Sm"	"II"	2.267528	8
"Sm"	"II"	2.290996	4
"Sm"	"II"	2.36009	6
"Sm"	"II"	2.433549	8
"Sm"	"II"	2.501937	10
"Sm"	"II"	2.551912	14
"Sm"	"II"	2.560028	12
"Sm"	"II"	2.634757	2
"Sm"	"II"	2.666636	4
"Sm"	"II"	2.68493	2
"Sm"	"II"	2.690746	4
"Sm"	"II"	2.704543	6
"Sm"	"II"	2.715765	4
"Sm"	"II"	2.732609	6
"Sm"	"II"	2.75844	6
"Sm"	"II"	2.780902	6
"Sm"	"II"	2.825436	8
"Sm"	"II"	2.836189	8
"Sm"	"II"	2.873643	4
"Sm"	"II"	2.88399	8
"Sm"	"II"	2.891465	6
"Sm"	"II"	2.89533	2
"Sm"	"II"	2.931842	10
"Sm"	"II"	2.933465	2
"Sm"	"II"	2.944959	10
"Sm"	"II"	2.956056	6
"Sm"	"II"	2.97094	4
"Sm"	"II"	2.977302	4
"Sm"	"II"	2.999721	6
"Sm"	"II"	3.003122	2
"Sm"	"II"	3.007531	10
"Sm"	"II"	3.020022	8
"Sm"	"II"	3.028874	4
"Sm"	"II"	3.047853	6
"Sm"	"II"	3.048523	12
"Sm"	"II"	3.060616	4
"Sm"	"II"	3.06115	8
"Sm"	"II"	3.076827	12
"Sm"	"II"	3.080818	6
"Sm"	"II"	3.086947	8
"Sm"	"II"	3.089674	2
"Sm"	"II"	3.090777	6
"Sm"	"II"	3.106491	4
"Sm"	"II"	3.113931	2
"Sm"	"II"	3.121342	6
"Sm"	"II"	3.12173	4
"Sm"	"II"	3.137307	8
"Sm"	"II"	3.141328	10
"Sm"	"II"	3.144419	4
"Sm"	"II"	3.147384	12
"Sm"	"II"	3.151324	6
"Sm"	"II"	3.167304	6
"Sm"	"II"	3.168143	4
"Sm"	"II"	3.169776	8
"Sm"	"II"	3.17371	10
"Sm"	"II"	3.182051	14
"Sm"	"II"	3.197571	8
"Sm"	"II"	3.216134	14
"Sm"	"II"	3.221149	6
"Sm"	"II"	3.229336	10
"Sm"	"II"	3.23433	8
"Sm"	"II"	3.243377	8
"Sm"	"II"	3.24726	6
"Sm"	"II"	3.250128	6
"Sm"	"II"	3.255025	2
"Sm"	"II"	3.267963	6
"Sm"	"II"	3.274831	12
"Sm"	"II"	3.278412	2
"Sm"	"II"	3.283679	4
"Sm"	"II"	3.286267	12
"Sm"	"II"	3.28678	8
"Sm"	"II"	3.290556	14
"Sm"	"II"	3.293716	10
"Sm"	"II"	3.297866	4
"Sm"	"II"	3.309175	2
"Sm"	"II"	3.313338	4
"Sm"	"II"	3.319258	8
"Sm"	"II"	3.325357	10
"Sm"	"II"	3.326284	12
"Sm"	"II"	3.33277	12
"Sm"	"II"	3.333833	16
"Sm"	"II"	3.339938	8
"Sm"	"II"	3.344433	6
"Sm"	"II"	3.347722	10
"Sm"	"II"	3.355422	4
"Sm"	"II"	3.357281	6
"Sm"	"II"	3.360917	8
"Sm"	"II"	3.368074	6
"Sm"	"II"	3.37092	8
"Sm"	"II"	3.373625	2
"Sm"	"II"	3.380212	16
"Sm"	"II"	3.38287	6
"Sm"	"II"	3.385975	10
"Sm"	"II"	3.395517	10
"Sm"	"II"	3.405127	8
"Sm"	"II"	3.408691	4
"Sm"	"II"	3.416068	8
"Sm"	"II"	3.42583	6
"Sm"	"II"	3.426778	12
"Sm"	"II"	3.426849	14
"Sm"	"II"	3.433861	14
"Sm"	"II"	3.449833	10
"Sm"	"II"	3.450452	4
"Sm"	"II"	3.452873	10
"Sm"	"II"	3.46213	6
"Sm"	"II"	3.464407	4
"Sm"	"II"	3.469976	12
"Sm"	"II"	3.471217	8
"Sm"	"II"	3.47303	4
"Sm"	"II"	3.474347	10
"Sm"	"II"	3.480525	8
"Sm"	"II"	3.489261	2
"Sm"	"II"	3.490329	12
"Sm"	"II"	3.495358	10
"Sm"	"II"	3.501257	4
"Sm"	"II"	3.503337	8
"Sm"	"II"	3.510511	10
"Sm"	"II"	3.520412	6
"Sm"	"II"	3.524794	6
"Sm"	"II"	3.526784	8
"Sm"	"II"	3.538524	12
"Sm"	"II"	3.540366	12
"Sm"	"II"	3.542617	6
"Sm"	"II"	3.554885	6
"Sm"	"II"	3.561512	10
"Sm"	"II"	3.562083	8
"Sm"	"II"	3.572347	4
"Sm"	"II"	3.577019	12
"Sm"	"II"	3.584878	10
"Sm"	"II"	3.586828	6
"Sm"	"II"	3.587923	4
"Sm"	"II"	3.593134	2
"Sm"	"II"	3.594152	12
"Sm"	"II"	3.595187	10
"Sm"	"II"	3.610862	14
"Sm"	"II"	3.612556	12
"Sm"	"II"	3.625119	6
"Sm"	"II"	3.626042	8
"Sm"	"II"	3.633997	8
"Sm"	"II"	3.634501	12
"Sm"	"II"	3.643632	10
"Sm"	"II"	3.644067	6
"Sm"	"II"	3.647944	2
"Sm"	"II"	3.656754	12
"Sm"	"II"	3.658724	8
"Sm"	"II"	3.661727	4
"Sm"	"II"	3.668831	10
"Sm"	"II"	3.672398	8
"Sm"	"II"	3.674955	14
"Sm"	"II"	3.676863	4
"Sm"	"II"	3.68638	6
"Sm"	"II"	3.694863	12
"Sm"	"II"	3.695334	10
"Sm"	"II"	3.706412	4
"Sm"	"II"	3.708791	14
"Sm"	"II"	3.711442	12
"Sm"	"II"	3.717857	6
"Sm"	"II"	3.719297	10
"Sm"	"II"	3.723428	6
"Sm"	"II"	3.729808	4
"Sm"	"II"	3.732517	10
"Sm"	"II"	3.733509	8
"Sm"	"II"	3.734886	14
"Sm"	"II"	3.750882	2
"Sm"	"II"	3.754051	16
"Sm"	"II"	3.75706	6
"Sm"	"II"	3.762379	10
"Sm"	"II"	3.762754	8
"Sm"	"II"	3.774478	6
"Sm"	"II"	3.774807	14
"Sm"	"II"	3.77521	10
"Sm"	"II"	3.782972	8
"Sm"	"II"	3.783183	12
"Sm"	"II"	3.783274	10
"Sm"	"II"	3.786444	4
"Sm"	"II"	3.787314	14
"Sm"	"II"	3.793899	2
"Sm"	"II"	3.800433	10
"Sm"	"II"	3.802552	6
"Sm"	"II"	3.804057	10
"Sm"	"II"	3.807558	12
"Sm"	"II"	3.813367	4
"Sm"	"II"	3.820783	8
"Sm"	"II"	3.8286	14
"Sm"	"II"	3.837813	8
"Sm"	"II"	3.83971	10
"Sm"	"II"	3.83986	14
"Sm"	"II"	3.841214	12
"Sm"	"II"	3.849148	6
"Sm"	"II"	3.850013	4
"Sm"	"II"	3.854609	2
"Sm"	"II"	3.858507	10
"Sm"	"II"	3.858657	12
"Sm"	"II"	3.864711	4
"Sm"	"II"	3.866571	2
"Sm"	"II"	3.867046	10
"Sm"	"II"	3.867582	6
"Sm"	"II"	3.870177	8
"Sm"	"II"	3.875238	12
"Sm"	"II"	3.881871	4
"Sm"	"II"	3.883185	10
"Sm"	"II"	3.884753	6
"Sm"	"II"	3.887268	10
"Sm"	"II"	3.891073	16
"Sm"	"II"	3.898229	16
"Sm"	"II"	3.908182	12
"Sm"	"II"	3.913735	8
"Sm"	"II"	3.914869	12
"Sm"	"II"	3.917855	6
"Sm"	"II"	3.92271	4
"Sm"	"II"	3.923665	16
"Sm"	"II"	3.926557	6
"Sm"	"II"	3.930506	10
"Sm"	"II"	3.933468	6
"Sm"	"II"	3.938747	12
"Sm"	"II"	3.939538	8
"Sm"	"II"	3.946424	12
"Sm"	"II"	3.955356	2
"Sm"	"II"	3.957039	8
"Sm"	"II"	3.958369	16
"Sm"	"II"	3.961803	4
"Sm"	"II"	3.964835	12
"Sm"	"II"	3.967318	16
"Sm"	"II"	3.968318	10
"Sm"	"II"	3.974147	4
"Sm"	"II"	3.974968	12
"Sm"	"II"	3.975851	2
"Sm"	"II"	3.983683	14
"Sm"	"II"	3.992826	8
"Sm"	"II"	3.995199	4
"Sm"	"II"	4.00296	14
"Sm"	"II"	4.004233	2
"Sm"	"II"	4.004676	10
"Sm"	"II"	4.010199	8
"Sm"	"II"	4.010309	10
"Sm"	"II"	4.01195	4
"Sm"	"II"	4.014705	8
"Sm"	"II"	4.016776	6
"Sm"	"II"	4.02139	10
"Sm"	"II"	4.023493	8
"Sm"	"II"	4.028575	4
"Sm"	"II"	4.031109	12
"Sm"	"II"	4.035641	8
"Sm"	"II"	4.040557	12
"Sm"	"II"	4.042337	6
"Sm"	"II"	4.051205	6
"Sm"	"II"	4.05251	6
"Sm"	"II"	4.053089	12
"Sm"	"II"	4.057604	14
"Sm"	"II"	4.073229	14
"Sm"	"II"	4.073816	10
"Sm"	"II"	4.083473	6
"Sm"	"II"	4.084683	10
"Sm"	"II"	4.100046	4
"Sm"	"II"	4.104757	6
"Sm"	"II"	4.110534	12
"Sm"	"II"	4.1186	6
"Sm"	"II"	4.11973	4
"Sm"	"II"	4.122778	10
"Sm"	"II"	4.126975	12
"Sm"	"II"	4.132815	8
"Sm"	"II"	4.136709	10
"Sm"	"II"	4.15838	6
"Sm"	"II"	4.162968	8
"Sm"	"II"	4.165708	12
"Sm"	"II"	4.167534	10
"Sm"	"II"	4.169613	8
"Sm"	"II"	4.173464	2
"Sm"	"II"	4.176966	6
"Sm"	"II"	4.186134	16
"Sm"	"II"	4.187261	10
"Sm"	"II"	4.18767	12
"Sm"	"II"	4.191887	14
"Sm"	"II"	4.197228	10
"Sm"	"II"	4.200825	8
"Sm"	"II"	4.207339	16
"Sm"	"II"	4.220468	10
"Sm"	"II"	4.223739	6
"Sm"	"II"	4.223945	4
"Sm"	"II"	4.232053	12
"Sm"	"II"	4.233495	14
"Sm"	"II"	4.23883	12
"Sm"	"II"	4.240992	12
"Sm"	"II"	4.256489	12
"Sm"	"II"	4.26192	10
"Sm"	"II"	4.267406	12
"Sm"	"II"	4.27173	6
"Sm"	"II"	4.272194	14
"Sm"	"II"	4.276959	10
"Sm"	"II"	4.278174	8
"Sm"	"II"	4.305012	10
"Sm"	"II"	4.307889	14
"Sm"	"II"	4.310733	14
"Sm"	"II"	4.325914	14
"Sm"	"II"	4.328363	4
"Sm"	"II"	4.328721	6
"Sm"	"II"	4.333483	10
"Sm"	"II"	4.352056	8
"Sm"	"II"	4.363278	12
"Sm"	"II"	4.371832	16
"Sm"	"II"	4.377089	8
"Sm"	"II"	4.382668	10
"Sm"	"II"	4.396964	10
"Sm"	"II"	4.405843	2
"Sm"	"II"	4.407328	12
"Sm"	"II"	4.411779	6
"Sm"	"II"	4.459289	4
"Sm"	"II"	4.476779	10
"Sm"	"II"	4.648037	2
"Sm"	"II"	4.657976	4
"Sm"	"II"	4.660104	4
"Sm"	"II"	4.774093	20
"Ce"	"II"	0	8
"Ce"	"II"	0.3200351	10
"Ce"	"II"	0.3570367	12
"Ce"	"II"	0.5212214	14
"Ce"	"II"	0.1224482	10
"Ce"	"II"	0.1748554	10
"Ce"	"II"	0.3178004	12
"Ce"	"II"	0.4703507	14
"Ce"	"II"	0.6764386	16
"Ce"	"II"	0.2323382	8
"Ce"	"II"	0.2653872	2
"Ce"	"II"	0.2953609	10
"Ce"	"II"	0.3218188	4
"Ce"	"II"	0.4170118	6
"Ce"	"II"	0.5529537	8
"Ce"	"II"	0.7037049	10
"Ce"	"II"	0.326657	6
"Ce"	"II"	0.3275116	8
"Ce"	"II"	0.4349948	2
"Ce"	"II"	0.4455846	10
"Ce"	"II"	0.4591871	8
"Ce"	"II"	0.4643797	4
"Ce"	"II"	0.4778366	8
"Ce"	"II"	0.5164624	10
"Ce"	"II"	0.6836128	12
"Ce"	"II"	0.8638657	14
"Ce"	"II"	0.4953739	8
"Ce"	"II"	0.5607846	10
"Ce"	"II"	0.700679	12
"Ce"	"II"	0.8571514	14
"Ce"	"II"	0.5209683	4
"Ce"	"II"	0.6212687	6
"Ce"	"II"	0.7395528	8
"Ce"	"II"	0.8752134	10
"Ce"	"II"	0.5289658	8
"Ce"	"II"	0.5359475	6
"Ce"	"II"	0.5593246	6
"Ce"	"II"	0.5873594	6
"Ce"	"II"	0.6006593	4
"Ce"	"II"	0.6088818	12
"Ce"	"II"	0.6346511	6
"Ce"	"II"	0.6550121	2
"Ce"	"II"	0.6741544	8
"Ce"	"II"	0.7922518	10
"Ce"	"II"	0.9326863	12
"Ce"	"II"	0.6963869	10
"Ce"	"II"	0.9101689	12
"Ce"	"II"	0.7087205	8
"Ce"	"II"	0.7214781	10
"Ce"	"II"	0.7345077	4
"Ce"	"II"	0.736813	8
"Ce"	"II"	0.7400625	12
"Ce"	"II"	0.8080818	6
"Ce"	"II"	0.8085421	4
"Ce"	"II"	0.8120851	6
"Ce"	"II"	0.8230391	10
"Ce"	"II"	0.8693529	10
"Ce"	"II"	1.0263479	12
"Ce"	"II"	0.8755563	2
"Ce"	"II"	0.9693267	4
"Ce"	"II"	1.0136778	6
"Ce"	"II"	1.0417981	8
"Ce"	"II"	0.8793288	12
"Ce"	"II"	1.0444022	14
"Ce"	"II"	1.2115681	16
"Ce"	"II"	1.3843823	18
"Ce"	"II"	0.8929998	6
"Ce"	"II"	0.9767882	8
"Ce"	"II"	1.0915847	10
"Ce"	"II"	1.2442696	12
"Ce"	"II"	0.8968554	12
"Ce"	"II"	0.9000106	8
"Ce"	"II"	0.9024713	4
"Ce"	"II"	0.9326659	2
"Ce"	"II"	0.9604045	6
"Ce"	"II"	0.9043331	14
"Ce"	"II"	0.9242961	4
"Ce"	"II"	0.9574413	6
"Ce"	"II"	1.0577933	8
"Ce"	"II"	1.0878453	10
"Ce"	"II"	0.9563012	10
"Ce"	"II"	1.0081424	10
"Ce"	"II"	1.1030538	12
"Ce"	"II"	1.2470611	14
"Ce"	"II"	1.4022578	16
"Ce"	"II"	1.0129135	4
"Ce"	"II"	1.0267065	6
"Ce"	"II"	1.0789655	4
"Ce"	"II"	1.047498	6
"Ce"	"II"	1.1551499	8
"Ce"	"II"	1.2787931	10
"Ce"	"II"	1.4206547	12
"Ce"	"II"	1.0897442	6
"Ce"	"II"	1.1225069	8
"Ce"	"II"	1.1068707	12
"Ce"	"II"	1.1404471	8
"Ce"	"II"	1.1493119	2
"Ce"	"II"	1.1767952	2
"Ce"	"II"	1.1944868	4
"Ce"	"II"	1.3193707	6
"Ce"	"II"	1.2055399	10
"Ce"	"II"	1.2058372	8
"Ce"	"II"	1.3270407	10
"Ce"	"II"	1.4579881	12
"Ce"	"II"	1.6152361	14
"Ce"	"II"	1.2124397	6
"Ce"	"II"	1.2508319	4
"Ce"	"II"	1.2540857	6
"Ce"	"II"	1.273934	8
"Ce"	"II"	1.2961645	4
"Ce"	"II"	1.3199445	12
"Ce"	"II"	1.4202019	14
"Ce"	"II"	1.3247019	2
"Ce"	"II"	1.3388502	6
"Ce"	"II"	1.3415693	6
"Ce"	"II"	1.3476513	10
"Ce"	"II"	1.3657577	8
"Ce"	"II"	1.354512	10
"Ce"	"II"	1.4558528	12
"Ce"	"II"	1.3647931	4
"Ce"	"II"	1.4042179	6
"Ce"	"II"	1.406055	8
"Ce"	"II"	1.5823658	10
"Ce"	"II"	1.4118987	8
"Ce"	"II"	1.4815106	8
"Ce"	"II"	1.4948907	6
"Ce"	"II"	1.5456403	4
"Ce"	"II"	1.4998711	8
"Ce"	"II"	1.5200572	8
"Ce"	"II"	1.5282809	14
"Ce"	"II"	1.785918	16
"Ce"	"II"	1.5331645	10
"Ce"	"II"	1.5444397	8
"Ce"	"II"	1.626415	10
"Ce"	"II"	1.7700354	12
"Ce"	"II"	1.8946772	14
"Ce"	"II"	1.5751739	4
"Ce"	"II"	1.5810195	12
"Ce"	"II"	1.6132942	6
"Ce"	"II"	1.6757522	8
"Ce"	"II"	1.6388202	8
"Ce"	"II"	1.6436214	4
"Ce"	"II"	1.6659581	6
"Ce"	"II"	1.6742216	2
"Ce"	"II"	1.6450494	6
"Ce"	"II"	1.6771639	10
"Ce"	"II"	1.693541	10
"Ce"	"II"	1.6955734	6
"Ce"	"II"	1.7058577	4
"Ce"	"II"	1.7091016	4
"Ce"	"II"	1.7419484	4
"Ce"	"II"	1.7478907	8
"Ce"	"II"	1.7670449	8
"Ce"	"II"	1.7749494	2
"Ce"	"II"	1.7837745	10
"Ce"	"II"	1.7955305	6
"Ce"	"II"	1.8133313	12
"Ce"	"II"	1.8259822	4
"Ce"	"II"	1.8274975	6
"Ce"	"II"	1.838391	8
"Ce"	"II"	1.855188	12
"Ce"	"II"	1.8763828	10
"Ce"	"II"	1.888971	4
"Ce"	"II"	1.9136588	6
"Ce"	"II"	1.9230924	2
"Ce"	"II"	1.925422	6
"Ce"	"II"	1.9312483	4
"Ce"	"II"	2.0026395	8
"Ce"	"II"	1.9239585	14
"Ce"	"II"	1.9298661	6
"Ce"	"II"	1.9333674	14
"Ce"	"II"	2.1365765	16
"Ce"	"II"	1.9593607	10
"Ce"	"II"	1.9616853	8
"Ce"	"II"	1.9663104	10
"Ce"	"II"	2.0002611	6
"Ce"	"II"	2.0170584	4
"Ce"	"II"	2.0035271	8
"Ce"	"II"	2.0076099	10
"Ce"	"II"	2.128963	12
"Ce"	"II"	2.0401048	6
"Ce"	"II"	2.0513519	12
"Ce"	"II"	2.1077322	8
"Ce"	"II"	2.1449651	8
"Ce"	"II"	2.1666267	10
"Ce"	"II"	2.1785761	10
"Ce"	"II"	2.213341	2
"Ce"	"II"	2.3728758	4
"Ce"	"II"	2.2287912	6
"Ce"	"II"	2.2499419	6
"Ce"	"II"	2.2804819	8
"Ce"	"II"	2.3190393	12
"Ce"	"II"	2.4735269	14
"Ce"	"II"	2.3725646	6
"Ce"	"II"	2.469866	8
"Ce"	"II"	2.4153411	10
"Ce"	"II"	2.5484451	12
"Ce"	"II"	2.415612	6
"Ce"	"II"	2.4730592	4
"Ce"	"II"	2.4774754	10
"Ce"	"II"	2.5683276	6
"Ce"	"II"	2.576862	12
"Ce"	"II"	2.5889546	14
"Ce"	"II"	2.5963331	8
"Ce"	"II"	2.6499915	4
"Ce"	"II"	2.7636475	4
"Ce"	"II"	2.7990883	6
"Ce"	"II"	2.8397309	4
"Ce"	"II"	2.8764744	6
"Ce"	"II"	2.8847839	8
"Ce"	"II"	2.9147296	4
"Ce"	"II"	2.9310563	10
"Ce"	"II"	2.9487147	6
"Ce"	"II"	2.9946481	8
"Ce"	"II"	3.0377066	6
"Ce"	"II"	3.0578289	10
"Ce"	"II"	3.0772052	8
"Ce"	"II"	3.1119392	4
"Ce"	"II"	3.1442003	6
"Ce"	"II"	3.3707642	8
"Ce"	"II"	3.6161972	10
"Ce"	"II"	3.8546354	12
"Ce"	"II"	3.1444468	10
"Ce"	"II"	3.1606363	12
"Ce"	"II"	3.1930261	14
"Ce"	"II"	3.1840987	4
"Ce"	"II"	3.1946209	10
"Ce"	"II"	3.2568421	8
"Ce"	"II"	3.2168191	8
"Ce"	"II"	3.2672206	2
"Ce"	"II"	3.2830918	4
"Ce"	"II"	3.3250008	6
"Ce"	"II"	3.4113831	8
"Ce"	"II"	3.3279075	10
"Ce"	"II"	3.3352188	8
"Ce"	"II"	3.3785284	6
"Ce"	"II"	3.391423	16
"Ce"	"II"	3.483532	18
"Ce"	"II"	3.3945032	12
"Ce"	"II"	3.4685347	10
"Ce"	"II"	3.394681	12
"Ce"	"II"	3.4012315	10
