"Element"	"ionState"	"Ei"	"gi"
"Eu"	"I"	4.328733	4
"Eu"	"I"	4.335441	6
"Eu"	"I"	4.34366	8
"Eu"	"I"	4.346047	8
"Eu"	"I"	4.352706	10
"Eu"	"I"	4.361045	6
"Eu"	"I"	4.364812	12
"Eu"	"I"	4.374216	10
"Eu"	"I"	4.374438	4
"Eu"	"I"	4.386306	8
"Eu"	"I"	4.388812	6
"Eu"	"I"	4.39564	12
"Eu"	"I"	4.430156	10
"Eu"	"I"	4.473475	8
"Eu"	"I"	4.498744	6
"Eu"	"I"	4.525628	4
"Eu"	"I"	4.396571	12
"Eu"	"I"	4.415384	8
"Eu"	"I"	4.426688	6
"Eu"	"I"	4.433938	4
"Eu"	"I"	4.438521	4
"Eu"	"I"	4.440304	10
"Eu"	"I"	4.456179	4
"Eu"	"I"	4.469059	4
"Eu"	"I"	4.472435	6
"Eu"	"I"	4.475537	8
"Eu"	"I"	4.490584	10
"Eu"	"I"	4.493477	12
"Eu"	"I"	4.469959	6
"Eu"	"I"	4.476803	6
"Eu"	"I"	4.504906	4
"Eu"	"I"	4.510732	8
"Eu"	"I"	4.514384	6
"Eu"	"I"	4.518204	6
"Eu"	"I"	4.525989	10
"Eu"	"I"	4.531477	10
"Eu"	"I"	4.533686	10
"Eu"	"I"	4.536493	8
"Eu"	"I"	4.538866	6
"Eu"	"I"	4.540549	4
"Eu"	"I"	4.541598	2
"Eu"	"I"	4.535876	6
"Eu"	"I"	4.536129	4
"Eu"	"I"	4.550268	8
"Eu"	"I"	4.57093	12
"Eu"	"I"	4.57373	10
"Eu"	"I"	4.537925	8
"Eu"	"I"	4.545175	8
"Eu"	"I"	4.554716	6
"Eu"	"I"	4.606329	8
"Eu"	"I"	4.700096	10
"Eu"	"I"	4.587625	6
"Eu"	"I"	4.591734	12
"Eu"	"I"	4.599046	6
"Eu"	"I"	4.603047	10
"Eu"	"I"	4.611686	10
"Eu"	"I"	4.62044	6
"Eu"	"I"	4.624814	8
"Eu"	"I"	4.636096	12
"Eu"	"I"	4.649716	6
"Eu"	"I"	4.649998	8
"Eu"	"I"	4.658615	6
"Eu"	"I"	4.659944	8
"Eu"	"I"	4.716029	6
"Eu"	"I"	4.741857	4
"Eu"	"I"	4.660493	8
"Eu"	"I"	4.660716	10
"Eu"	"I"	4.686655	12
"Eu"	"I"	4.68819	8
"Eu"	"I"	4.693021	8
"Eu"	"I"	4.709923	10
"Eu"	"I"	4.710653	8
"Eu"	"I"	4.720409	8
"Eu"	"I"	4.721353	6
"Eu"	"I"	4.732125	10
"Eu"	"I"	4.76246	8
"Eu"	"I"	4.768093	6
"Eu"	"I"	4.777225	4
"Eu"	"I"	4.781324	2
"Eu"	"I"	4.743994	10
"Eu"	"I"	4.74747	8
"Eu"	"I"	4.747624	12
"Eu"	"I"	4.749248	8
"Eu"	"I"	4.756117	10
"Eu"	"I"	4.777628	12
"Eu"	"I"	4.781541	4
"Eu"	"I"	4.782006	8
"Eu"	"I"	4.782397	6
"Eu"	"I"	4.783376	10
"Eu"	"I"	4.783534	12
"Eu"	"I"	4.784011	16
"Eu"	"I"	4.784021	14
"Eu"	"I"	4.793405	10
"Eu"	"I"	4.795318	8
"Eu"	"I"	4.802997	6
"Eu"	"I"	4.81709	12
"Eu"	"I"	4.825185	8
"Eu"	"I"	4.83817	6
"Eu"	"I"	4.827169	6
"Eu"	"I"	4.832301	10
"Eu"	"I"	4.857623	6
"Eu"	"I"	4.837255	10
"Eu"	"I"	4.840382	12
"Eu"	"I"	4.841801	10
"Eu"	"I"	4.842786	8
"Eu"	"I"	4.843231	14
"Eu"	"I"	4.851762	2
"Eu"	"I"	4.851117	8
"Eu"	"I"	4.852356	6
"Eu"	"I"	4.859201	10
"Eu"	"I"	4.860655	8
"Eu"	"I"	4.867179	10
"Eu"	"I"	4.865457	8
"Eu"	"I"	4.868564	6
"Eu"	"I"	4.870686	8
"Eu"	"I"	4.873339	10
"Eu"	"I"	4.876631	12
"Eu"	"I"	4.881157	14
"Eu"	"I"	4.869954	4
"Eu"	"I"	4.871508	12
"Eu"	"I"	4.876088	8
"Eu"	"I"	4.895665	12
"Eu"	"I"	4.896321	10
"Eu"	"I"	4.896949	8
"Eu"	"I"	4.897414	6
"Eu"	"I"	4.911181	6
"Eu"	"I"	4.930941	6
"Eu"	"I"	4.932416	10
"Eu"	"I"	4.968489	6
"Eu"	"I"	4.983917	12
"Eu"	"I"	4.984218	10
"Eu"	"I"	4.984306	8
"Eu"	"I"	4.984583	4
"Eu"	"I"	4.984621	6
"Eu"	"I"	4.984997	2
"Eu"	"I"	4.986384	2
"Eu"	"I"	4.987098	4
"Eu"	"I"	4.988646	12
"Eu"	"I"	4.988708	8
"Eu"	"I"	4.988796	6
"Eu"	"I"	4.989702	14
"Eu"	"I"	4.990324	10
"Eu"	"I"	4.996318	8
"Eu"	"I"	5.065264	10
"Eu"	"I"	5.138364	12
"Eu"	"I"	4.99682	10
"Eu"	"I"	4.999495	8
"Eu"	"I"	5.005566	10
"Eu"	"I"	5.005692	8
"Eu"	"I"	5.015844	10
"Eu"	"I"	5.034912	8
"Eu"	"I"	5.037456	6
"Eu"	"I"	5.020503	8
"Eu"	"I"	5.030783	8
"Eu"	"I"	5.036746	6
"Eu"	"I"	5.040021	8
"Eu"	"I"	5.054102	10
"Eu"	"I"	5.054626	10
"Eu"	"I"	5.057617	6
"Eu"	"I"	5.063349	10
"Eu"	"I"	5.063906	10
"Eu"	"I"	5.066293	8
"Eu"	"I"	5.075834	6
"Eu"	"I"	5.078689	10
"Eu"	"I"	5.082507	8
"Eu"	"I"	5.088011	8
"Eu"	"I"	5.09015	12
"Eu"	"I"	5.09307	6
"Eu"	"I"	5.102213	16
"Eu"	"I"	5.103936	4
"Eu"	"I"	5.104075	6
"Eu"	"I"	5.10433	8
"Eu"	"I"	5.104553	10
"Eu"	"I"	5.105264	12
"Eu"	"I"	5.10618	14
"Eu"	"I"	5.105017	10
"Eu"	"I"	5.106336	8
"Eu"	"I"	5.108299	6
"Eu"	"I"	5.109215	4
"Eu"	"I"	5.111073	8
"Eu"	"I"	5.113883	6
"Eu"	"I"	5.114083	6
"Eu"	"I"	5.11844	6
"Eu"	"I"	5.11876	10
"Eu"	"I"	5.12497	8
"Eu"	"I"	5.130276	10
"Eu"	"I"	5.13244	10
"Eu"	"I"	5.133996	6
"Eu"	"I"	5.145065	6
"Eu"	"I"	5.147268	8
"Eu"	"I"	5.150357	10
"Eu"	"I"	5.15656	8
"Eu"	"I"	5.160307	10
"Eu"	"I"	5.161632	8
"Eu"	"I"	5.162092	10
"Eu"	"I"	5.169263	8
"Eu"	"I"	5.176349	6
"Eu"	"I"	5.187681	10
"Eu"	"I"	5.194432	8
"Eu"	"I"	5.196139	6
"Eu"	"I"	5.208607	10
"Eu"	"I"	5.218125	8
"Eu"	"I"	5.223544	6
"Eu"	"I"	5.213337	10
"Eu"	"I"	5.224578	6
"Eu"	"I"	5.225614	8
"Eu"	"I"	5.239733	8
"Eu"	"I"	5.247714	6
"Eu"	"I"	5.252572	10
"Eu"	"I"	5.256243	6
"Eu"	"I"	5.257386	10
"Eu"	"I"	5.268308	6
"Eu"	"I"	5.269294	10
"Eu"	"I"	5.291618	10
"Eu"	"I"	5.29674	10
"Eu"	"I"	5.304912	8
"Eu"	"I"	5.306677	10
"Eu"	"I"	5.317148	8
"Eu"	"I"	5.321861	6
"Eu"	"I"	5.322506	10
"Eu"	"I"	5.324596	6
"Eu"	"I"	5.326196	6
"Eu"	"I"	5.328419	10
"Eu"	"I"	5.340588	6
"Eu"	"I"	5.343801	8
"Eu"	"I"	5.351355	10
"Eu"	"I"	5.352157	8
"Eu"	"I"	5.359666	6
"Eu"	"I"	5.357613	10
"Eu"	"I"	5.359419	8
"Eu"	"I"	5.366456	8
"Eu"	"I"	5.368703	6
"Eu"	"I"	5.372264	10
"Eu"	"I"	5.371965	10
"Eu"	"I"	5.376083	6
"Eu"	"I"	5.377481	10
"Eu"	"I"	5.378487	10
"Eu"	"I"	5.379942	8
"Eu"	"I"	5.384482	6
"Eu"	"I"	5.385649	6
"Eu"	"I"	5.389199	8
"Eu"	"I"	5.390801	10
"Eu"	"I"	5.394312	8
"Eu"	"I"	5.400692	8
"Eu"	"I"	5.401714	10
"Eu"	"I"	5.406156	6
"Eu"	"I"	5.410033	6
"Eu"	"I"	5.410312	6
"Eu"	"I"	5.414819	6
"Eu"	"I"	5.418552	8
"Eu"	"I"	5.423007	6
"Eu"	"I"	5.424553	10
"Eu"	"I"	5.435574	8
"Eu"	"I"	5.441549	8
"Eu"	"I"	5.448815	10
"Eu"	"I"	5.449827	6
"Eu"	"I"	5.459668	6
"Eu"	"I"	5.460255	6
"Eu"	"I"	5.462894	8
"Eu"	"I"	5.464011	10
"Eu"	"I"	5.465272	8
"Eu"	"I"	5.466724	6
"Eu"	"I"	5.467305	10
"Eu"	"I"	5.47505	8
"Eu"	"I"	5.476578	10
"Eu"	"I"	5.480085	6
"Eu"	"I"	5.483395	6
"Eu"	"I"	5.484823	6
"Eu"	"I"	5.484994	6
"Eu"	"I"	5.485615	6
"Eu"	"I"	5.496808	6
"Eu"	"I"	5.49707	6
"Eu"	"I"	5.502989	8
"Eu"	"I"	5.50633	10
"Eu"	"I"	5.507976	6
"Eu"	"I"	5.508076	8
"Eu"	"I"	5.508289	6
"Eu"	"I"	5.511204	8
"Eu"	"I"	5.516046	6
"Eu"	"I"	5.517671	6
"Eu"	"I"	5.520897	10
"Eu"	"I"	5.526823	8
"Eu"	"I"	5.528537	6
"Eu"	"I"	5.524932	10
"Eu"	"I"	5.529008	6
"Eu"	"I"	5.529633	6
"Eu"	"I"	5.530221	6
"Eu"	"I"	5.531445	6
"Eu"	"I"	5.535162	8
"Eu"	"I"	5.536429	8
"Eu"	"I"	5.537114	10
"Eu"	"I"	5.53855	10
"Eu"	"I"	5.54191	10
"Eu"	"I"	5.54191	6
"Eu"	"I"	5.544952	6
"Eu"	"I"	5.546453	8
"Eu"	"I"	5.548292	10
"Eu"	"I"	5.552476	8
"Eu"	"I"	5.553721	6
"Eu"	"I"	5.554688	6
"Eu"	"I"	5.557608	6
"Eu"	"I"	5.559899	6
"Eu"	"I"	5.560921	6
"Eu"	"I"	5.563924	8
"Eu"	"I"	5.565344	6
"Eu"	"I"	5.565522	8
"Eu"	"I"	5.569719	8
"Eu"	"I"	5.570963	6
"Eu"	"I"	5.571174	10
"Eu"	"I"	5.574925	6
"Eu"	"I"	5.576101	6
"Eu"	"I"	5.576448	6
"Eu"	"I"	5.578833	6
"Eu"	"I"	5.580135	10
"Eu"	"I"	5.58085	6
"Eu"	"I"	5.582407	10
"Eu"	"I"	5.590186	8
"Eu"	"I"	5.591589	6
"Eu"	"I"	5.592534	6
"Eu"	"I"	5.593064	6
"Eu"	"I"	5.593723	10
"Eu"	"I"	5.594289	6
"Eu"	"I"	5.598482	6
"Eu"	"I"	5.59867	6
"Eu"	"I"	5.600155	8
"Eu"	"I"	5.601628	10
"Eu"	"I"	5.602304	6
"Eu"	"I"	5.602552	6
"Eu"	"I"	5.602774	8
"Eu"	"I"	5.602998	10
"Eu"	"I"	5.611371	6
"Eu"	"I"	5.611525	6
"Eu"	"I"	5.611827	6
"Eu"	"I"	5.616311	6
"Eu"	"I"	5.617095	6
"Eu"	"I"	5.619113	6
"Eu"	"I"	5.62116	6
"Eu"	"I"	5.621421	6
"Eu"	"I"	5.624463	6
"Eu"	"I"	5.624857	6
"Eu"	"I"	5.629278	6
"Eu"	"I"	5.629868	6
"Eu"	"I"	5.631459	6
"Eu"	"I"	5.631796	6
"Eu"	"I"	5.632275	6
"Eu"	"I"	5.634767	6
"Eu"	"I"	5.637545	6
"Eu"	"I"	5.637772	6
"Eu"	"I"	5.639046	6
"Eu"	"I"	5.640128	6
"Eu"	"I"	5.640387	6
"Eu"	"I"	5.642511	6
"Eu"	"I"	5.652917	6
"Eu"	"I"	5.653917	6
"Eu"	"I"	5.654635	6
"Eu"	"I"	5.654789	6
"Eu"	"I"	5.660962	6
"Eu"	"I"	5.661437	6
"Eu"	"I"	5.661879	6
"Eu"	"I"	5.662288	6
"Eu"	"I"	5.662672	6
"Eu"	"I"	5.663024	6
"Eu"	"I"	5.66335	6
"Eu"	"I"	5.663664	6
"Eu"	"I"	5.663953	6
"Eu"	"I"	5.664222	6
"Eu"	"I"	5.664481	6
"Eu"	"I"	5.66472	6
"Eu"	"I"	5.66494	6
"Eu"	"I"	5.665148	6
"Eu"	"I"	5.66534	6
"Eu"	"I"	5.66552	6
"Eu"	"I"	5.66569	6
"Eu"	"I"	5.66585	6
"Eu"	"I"	5.666003	6
"Eu"	"I"	5.666149	6
"Eu"	"I"	5.666289	6
"Eu"	"I"	5.869059	6
"Eu"	"I"	5.869448	6
"Eu"	"I"	5.86981	6
"Eu"	"I"	5.870153	6
"Eu"	"I"	5.870482	6
"Eu"	"I"	5.870781	6
"Eu"	"I"	5.87106	6
"Eu"	"I"	5.871323	6
"Eu"	"I"	5.871573	6
"Eu"	"I"	5.871804	6
"Eu"	"I"	5.872018	6
"Eu"	"I"	5.872225	6
"Eu"	"I"	5.872421	6
"Eu"	"I"	5.872606	6
"Eu"	"I"	5.872778	6
"Eu"	"I"	5.872944	6
"Eu"	"I"	5.8731	6
"Eu"	"I"	5.873243	6
"Eu"	"I"	5.873382	6
"Eu"	"I"	5.873516	6
"Eu"	"I"	5.87364	6
"Eu"	"I"	5.873756	6
"Eu"	"I"	5.87387	6
"Eu"	"I"	5.873983	6
"Pr"	"I"	0	10
"Pr"	"I"	0.170677	12
"Pr"	"I"	0.352952	14
"Pr"	"I"	0.543187	16
"Pr"	"I"	0.549525	10
"Pr"	"I"	0.782741	12
"Pr"	"I"	0.985837	14
"Pr"	"I"	0.603374	12
"Pr"	"I"	0.818742	14
"Pr"	"I"	0.721944	10
"Pr"	"I"	0.854617	12
"Pr"	"I"	0.8103	8
"Pr"	"I"	0.995499	10
"Pr"	"I"	1.199548	12
"Pr"	"I"	0.832457	12
"Pr"	"I"	0.946019	14
"Pr"	"I"	0.944442	8
"Pr"	"I"	0.993503	8
"Pr"	"I"	1.071698	10
"Pr"	"I"	1.149179	12
"Pr"	"I"	1.001853	12
"Pr"	"I"	1.082816	14
"Pr"	"I"	1.196063	16
"Pr"	"I"	1.329166	18
"Pr"	"I"	1.47705	20
"Pr"	"I"	1.636435	22
"Pr"	"I"	1.022897	10
"Pr"	"I"	1.095452	12
"Pr"	"I"	1.200693	14
"Pr"	"I"	1.322787	16
"Pr"	"I"	1.458586	18
"Pr"	"I"	1.605045	20
"Pr"	"I"	1.031582	10
"Pr"	"I"	1.094664	12
"Pr"	"I"	1.17344	14
"Pr"	"I"	1.297709	16
"Pr"	"I"	1.175804	12
"Pr"	"I"	1.229696	8
"Pr"	"I"	1.353957	10
"Pr"	"I"	1.272885	14
"Pr"	"I"	1.284068	10
"Pr"	"I"	1.290775	14
"Pr"	"I"	1.464836	16
"Pr"	"I"	1.646568	18
"Pr"	"I"	1.292372	14
"Pr"	"I"	1.293372	12
"Pr"	"I"	1.456363	14
"Pr"	"I"	1.612049	16
"Pr"	"I"	1.777959	18
"Pr"	"I"	1.351932	12
"Pr"	"I"	1.355974	10
"Pr"	"I"	1.403806	12
"Pr"	"I"	1.515347	14
"Pr"	"I"	1.377178	6
"Pr"	"I"	1.38669	10
"Pr"	"I"	1.3989	12
"Pr"	"I"	1.433603	14
"Pr"	"I"	1.452258	10
"Pr"	"I"	1.480891	12
"Pr"	"I"	1.492977	14
"Pr"	"I"	1.510144	12
"Pr"	"I"	1.5169	12
"Pr"	"I"	1.580315	10
"Pr"	"I"	1.616227	12
"Pr"	"I"	1.629971	14
"Pr"	"I"	1.642879	14
"Pr"	"I"	1.645599	10
"Pr"	"I"	1.66542	10
"Pr"	"I"	1.757898	12
"Pr"	"I"	1.879118	14
"Pr"	"I"	2.039707	16
"Pr"	"I"	2.2138	18
"Pr"	"I"	2.376987	20
"Pr"	"I"	1.668117	8
"Pr"	"I"	1.732648	10
"Pr"	"I"	1.857474	12
"Pr"	"I"	1.992415	14
"Pr"	"I"	2.140241	16
"Pr"	"I"	2.300788	18
"Pr"	"I"	1.686893	10
"Pr"	"I"	1.701994	12
"Pr"	"I"	1.708675	8
"Pr"	"I"	1.713773	10
"Pr"	"I"	1.719314	8
"Pr"	"I"	1.719948	12
"Pr"	"I"	1.74664	14
"Pr"	"I"	1.753053	10
"Pr"	"I"	1.758888	10
"Pr"	"I"	1.768208	10
"Pr"	"I"	1.769615	10
"Pr"	"I"	1.793844	10
"Pr"	"I"	1.794063	14
"Pr"	"I"	1.798404	12
"Pr"	"I"	1.817688	12
"Pr"	"I"	1.830046	12
"Pr"	"I"	1.830542	10
"Pr"	"I"	1.835054	16
"Pr"	"I"	1.873587	12
"Pr"	"I"	1.889291	12
"Pr"	"I"	1.905924	14
"Pr"	"I"	1.917983	12
"Pr"	"I"	1.92567	10
"Pr"	"I"	1.930099	12
"Pr"	"I"	1.943786	14
"Pr"	"I"	1.955551	14
"Pr"	"I"	1.96521	14
"Pr"	"I"	1.969232	12
"Pr"	"I"	1.97196	12
"Pr"	"I"	1.983104	16
"Pr"	"I"	1.998778	12
"Pr"	"I"	2.014857	14
"Pr"	"I"	2.020248	16
"Pr"	"I"	2.022987	12
"Pr"	"I"	2.030547	12
"Pr"	"I"	2.061474	14
"Pr"	"I"	2.064417	16
"Pr"	"I"	2.080268	12
"Pr"	"I"	2.085887	14
"Pr"	"I"	2.099782	12
"Pr"	"I"	2.105133	14
"Pr"	"I"	2.158012	12
"Pr"	"I"	2.161042	16
"Pr"	"I"	2.166097	12
"Pr"	"I"	2.169035	18
"Pr"	"I"	2.170242	14
"Pr"	"I"	2.179383	12
"Pr"	"I"	2.19392	18
"Pr"	"I"	2.247282	10
"Pr"	"I"	2.249609	12
"Pr"	"I"	2.255176	10
"Pr"	"I"	2.257018	12
"Pr"	"I"	2.261136	12
"Pr"	"I"	2.266172	16
"Pr"	"I"	2.270042	12
"Pr"	"I"	2.278872	18
"Pr"	"I"	2.289612	16
"Pr"	"I"	2.299725	16
"Pr"	"I"	2.303408	10
"Pr"	"I"	2.310592	10
"Pr"	"I"	2.331901	12
"Pr"	"I"	2.334549	14
"Pr"	"I"	2.341579	10
"Pr"	"I"	2.347627	12
"Pr"	"I"	2.3541	8
"Pr"	"I"	2.370897	12
"Pr"	"I"	2.382074	14
"Pr"	"I"	2.393333	10
"Pr"	"I"	2.394874	14
"Pr"	"I"	2.397837	10
"Pr"	"I"	2.398257	12
"Pr"	"I"	2.400902	16
"Pr"	"I"	2.404106	14
"Pr"	"I"	2.414561	12
"Pr"	"I"	2.425976	16
"Pr"	"I"	2.432575	10
"Pr"	"I"	2.436857	8
"Pr"	"I"	2.448576	8
"Pr"	"I"	2.457452	12
"Pr"	"I"	2.462561	12
"Pr"	"I"	2.46371	10
"Pr"	"I"	2.468542	12
"Pr"	"I"	2.46981	12
"Pr"	"I"	2.475216	10
"Pr"	"I"	2.490751	12
"Pr"	"I"	2.498852	10
"Pr"	"I"	2.500978	12
"Pr"	"I"	2.503346	10
"Pr"	"I"	2.509901	12
"Pr"	"I"	2.510623	12
"Pr"	"I"	2.513093	8
"Pr"	"I"	2.513312	12
"Pr"	"I"	2.515711	14
"Pr"	"I"	2.518774	12
"Pr"	"I"	2.521773	14
"Pr"	"I"	2.522369	10
"Pr"	"I"	2.52882	10
"Pr"	"I"	2.534174	14
"Pr"	"I"	2.537632	8
"Pr"	"I"	2.538782	10
"Pr"	"I"	2.547005	8
"Pr"	"I"	2.552081	12
"Pr"	"I"	2.556653	10
"Pr"	"I"	2.556767	6
"Pr"	"I"	2.556895	14
"Pr"	"I"	2.560523	16
"Pr"	"I"	2.56069	8
"Pr"	"I"	2.570428	12
"Pr"	"I"	2.577896	8
"Pr"	"I"	2.578654	14
"Pr"	"I"	2.582237	14
"Pr"	"I"	2.588039	8
"Pr"	"I"	2.588602	10
"Pr"	"I"	2.596058	10
"Pr"	"I"	2.596653	12
"Pr"	"I"	2.601554	12
"Pr"	"I"	2.605313	12
"Pr"	"I"	2.612674	8
"Pr"	"I"	2.616796	8
"Pr"	"I"	2.618632	12
"Pr"	"I"	2.623476	14
"Pr"	"I"	2.629888	8
"Pr"	"I"	2.632313	14
"Pr"	"I"	2.636364	14
"Pr"	"I"	2.64099	12
"Pr"	"I"	2.649516	6
"Pr"	"I"	2.653072	16
"Pr"	"I"	2.656251	8
"Pr"	"I"	2.661499	14
"Pr"	"I"	2.661947	14
"Pr"	"I"	2.662003	12
"Pr"	"I"	2.662165	12
"Pr"	"I"	2.667307	8
"Pr"	"I"	2.673822	8
"Pr"	"I"	2.679628	12
"Pr"	"I"	2.680351	14
"Pr"	"I"	2.681679	16
"Pr"	"I"	2.684213	8
"Pr"	"I"	2.684896	16
"Pr"	"I"	2.687624	12
"Pr"	"I"	2.691676	14
"Pr"	"I"	2.693057	8
"Pr"	"I"	2.696162	14
"Pr"	"I"	2.698536	12
"Pr"	"I"	2.698759	14
"Pr"	"I"	2.701614	8
"Pr"	"I"	2.702257	10
"Pr"	"I"	2.704481	12
"Pr"	"I"	2.722818	8
"Pr"	"I"	2.72387	12
"Pr"	"I"	2.727575	14
"Pr"	"I"	2.729402	8
"Pr"	"I"	2.734784	8
"Pr"	"I"	2.738665	16
"Pr"	"I"	2.74702	14
"Pr"	"I"	2.747449	8
"Pr"	"I"	2.761436	8
"Pr"	"I"	2.779248	14
"Pr"	"I"	2.783837	8
"Pr"	"I"	2.785115	12
"Pr"	"I"	2.789497	16
"Pr"	"I"	2.79081	10
"Pr"	"I"	2.797876	8
"Pr"	"I"	2.799222	12
"Pr"	"I"	2.810737	14
"Pr"	"I"	2.813772	10
"Pr"	"I"	2.814552	18
"Pr"	"I"	2.81765	14
"Pr"	"I"	2.819726	12
"Pr"	"I"	2.822116	10
"Pr"	"I"	2.822197	16
"Pr"	"I"	2.825021	14
"Pr"	"I"	2.956114	16
"Pr"	"I"	3.102773	18
"Pr"	"I"	3.262493	20
"Pr"	"I"	3.596937	14
"Pr"	"I"	2.825171	14
"Pr"	"I"	2.828236	12
"Pr"	"I"	2.830771	14
"Pr"	"I"	2.833162	12
"Pr"	"I"	2.836937	12
"Pr"	"I"	2.841884	10
"Pr"	"I"	2.842262	10
"Pr"	"I"	2.845383	12
"Pr"	"I"	2.848481	14
"Pr"	"I"	2.859986	12
"Pr"	"I"	2.984722	14
"Pr"	"I"	3.120557	16
"Pr"	"I"	3.254851	18
"Pr"	"I"	3.547664	20
"Pr"	"I"	3.571864	22
"Pr"	"I"	2.862185	14
"Pr"	"I"	2.862457	10
"Pr"	"I"	2.877367	12
"Pr"	"I"	2.881657	10
"Pr"	"I"	2.886363	10
"Pr"	"I"	2.890007	12
"Pr"	"I"	2.904998	10
"Pr"	"I"	2.910543	12
"Pr"	"I"	2.91222	16
"Pr"	"I"	2.927471	12
"Pr"	"I"	2.94676	12
"Pr"	"I"	2.950039	18
"Pr"	"I"	2.95313	10
"Pr"	"I"	2.962137	14
"Pr"	"I"	2.966085	12
"Pr"	"I"	2.972651	10
"Pr"	"I"	2.973644	8
"Pr"	"I"	2.975322	14
"Pr"	"I"	2.990014	14
"Pr"	"I"	2.991239	16
"Pr"	"I"	2.992553	12
"Pr"	"I"	2.995029	16
"Pr"	"I"	2.999814	18
"Pr"	"I"	3.004795	14
"Pr"	"I"	3.006808	12
"Pr"	"I"	3.008829	14
"Pr"	"I"	3.013748	12
"Pr"	"I"	3.01431	12
"Pr"	"I"	3.017002	12
"Pr"	"I"	3.023993	14
"Pr"	"I"	3.026014	12
"Pr"	"I"	3.030398	10
"Pr"	"I"	3.034262	16
"Pr"	"I"	3.041197	16
"Pr"	"I"	3.041877	12
"Pr"	"I"	3.044437	14
"Pr"	"I"	3.048122	12
"Pr"	"I"	3.048876	12
"Pr"	"I"	3.054325	16
"Pr"	"I"	3.064991	12
"Pr"	"I"	3.069173	16
"Pr"	"I"	3.077478	12
"Pr"	"I"	3.088037	12
"Pr"	"I"	3.100468	12
"Pr"	"I"	3.101313	8
"Pr"	"I"	3.111733	12
"Pr"	"I"	3.125537	10
"Pr"	"I"	3.12893	14
"Pr"	"I"	3.130684	12
"Pr"	"I"	3.134219	12
"Pr"	"I"	3.13437	12
"Pr"	"I"	3.138307	14
"Pr"	"I"	3.139478	16
"Pr"	"I"	3.140981	12
"Pr"	"I"	3.143916	14
"Pr"	"I"	3.145102	12
"Pr"	"I"	3.147028	14
"Pr"	"I"	3.155945	14
"Pr"	"I"	3.156852	12
"Pr"	"I"	3.158342	10
"Pr"	"I"	3.161461	14
"Pr"	"I"	3.167954	12
"Pr"	"I"	3.172498	14
"Pr"	"I"	3.175083	14
"Pr"	"I"	3.175768	14
"Pr"	"I"	3.181168	10
"Pr"	"I"	3.182023	18
"Pr"	"I"	3.186987	10
"Pr"	"I"	3.189993	10
"Pr"	"I"	3.192049	8
"Pr"	"I"	3.196505	16
"Pr"	"I"	3.200633	10
"Pr"	"I"	3.203774	14
"Pr"	"I"	3.204193	14
"Pr"	"I"	3.206469	16
"Pr"	"I"	3.211486	14
"Pr"	"I"	3.218967	14
"Pr"	"I"	3.224355	10
"Pr"	"I"	3.23397	10
"Pr"	"I"	3.236889	14
"Pr"	"I"	3.238885	14
"Pr"	"I"	3.248113	6
"Pr"	"I"	3.255658	14
"Pr"	"I"	3.260525	14
"Pr"	"I"	3.26214	12
"Pr"	"I"	3.267336	14
"Pr"	"I"	3.267881	12
"Pr"	"I"	3.272239	10
"Pr"	"I"	3.274454	16
"Pr"	"I"	3.279156	14
"Pr"	"I"	3.28004	14
"Pr"	"I"	3.289153	10
"Pr"	"I"	3.29368	18
"Pr"	"I"	3.304734	16
"Pr"	"I"	3.311659	16
"Pr"	"I"	3.312291	14
"Pr"	"I"	3.317489	12
"Pr"	"I"	3.318586	12
"Pr"	"I"	3.320834	12
"Pr"	"I"	3.325845	12
"Pr"	"I"	3.32635	10
"Pr"	"I"	3.328233	12
"Pr"	"I"	3.336247	10
"Pr"	"I"	3.339252	16
"Pr"	"I"	3.347396	16
"Pr"	"I"	3.350859	10
"Pr"	"I"	3.366659	12
"Pr"	"I"	3.372607	18
"Pr"	"I"	3.374103	14
"Pr"	"I"	3.386006	12
"Pr"	"I"	3.3887	10
"Pr"	"I"	3.397731	20
"Pr"	"I"	3.403272	12
"Pr"	"I"	3.412439	18
"Pr"	"I"	3.418481	12
"Pr"	"I"	3.422264	12
"Pr"	"I"	3.424445	16
"Pr"	"I"	3.426244	12
"Pr"	"I"	3.426245	22
"Pr"	"I"	3.436998	14
"Pr"	"I"	3.444846	18
"Pr"	"I"	3.455406	12
"Pr"	"I"	3.470536	14
"Pr"	"I"	3.478296	12
"Pr"	"I"	3.490128	12
"Pr"	"I"	3.492476	12
"Pr"	"I"	3.518484	16
"Pr"	"I"	3.533775	10
"Pr"	"I"	3.541073	12
"Pr"	"I"	3.555284	10
"Pr"	"I"	3.583921	16
"Pr"	"I"	3.585287	14
"Pr"	"I"	3.591087	22
"Pr"	"I"	3.695453	22
"Pr"	"I"	3.720832	18
"Pr"	"I"	3.864923	20
"Pr"	"I"	3.933831	12
"Pr"	"I"	3.941094	12
"Pr"	"I"	4.054815	10
"Cs"	"I"	0	2
"Cs"	"I"	1.385928617528	2
"Cs"	"I"	1.454620692074	4
"Cs"	"I"	1.79767873	4
"Cs"	"I"	1.809777795	6
"Cs"	"I"	2.2981127	2
"Cs"	"I"	2.6985592	2
"Cs"	"I"	2.721006	4
"Cs"	"I"	2.80065687	4
"Cs"	"I"	2.80597149	6
"Cs"	"I"	3.01494227654	2
