line,el,wl,Ek,n,bias,scatter,within,bias_direct,scatter_direct,n_direct,f_direct,f_rescued,blend_median,weight
21,Si,152.6719970703125,8.121023178100586,466.0,-15.041590517616733,1.9954742491061754,6.633958445049943,0.2406161901377999,0.18391238415595243,2330.0,0.6963538553496712,0.13927077106993424,0.42422258853912354,0.9986529127024883
23,Si,153.34500122070312,8.121023178100586,1122.0,-14.485881221365073,6.749556784878337,6.468088326876545,-0.24630441298725714,0.1595442667158373,2020.0,0.6037059175134489,0.3353257621040048,0.011100021656602621,0.001774950269450291
76,Si,169.79400634765625,7.329701900482178,1006.0,-2.6283394459771188,0.7686342150360403,0.6803059513200663,,,,0.0,0.3006575014943216,0.6740021705627441,0.9995728280863796
95,Si,180.8000030517578,6.857484817504883,1085.0,-0.6008860447640529,1.0909005898934578,3.6155996134113395,,,,0.0,0.32426778242677823,0.6618390679359436,0.9938566217591146
97,Si,181.40699768066406,7.615509986877441,614.0,-4.235404192492631,1.6975465236673108,1.0695195511312448,-1.332369516759968e-05,0.05450380911956969,276.0,0.08248655110579797,0.1835026897788404,0.29409901797771454,0.00364427860407258
108,Si,184.55099487304688,6.718116283416748,3074.0,-1.4256426710550425,1.068109532556234,2.9721875921639658,,,,0.0,0.9187089061566049,0.2640368342399597,0.9897182015015217
110,Si,184.7469940185547,6.720574378967285,3176.0,-1.41658302290557,1.1000492120235503,3.0288848088501665,,,,0.0,0.949193066347878,0.175739087164402,0.9923867889286223
112,Si,185.06700134277344,6.7270827293396,2159.0,-2.000442985157129,0.8492229499314665,2.627886094917679,,,,0.0,0.6452480573819486,0.4518679976463318,0.9995554718735051
120,Si,190.13299560546875,7.30185079574585,3324.0,-0.2441566552553418,0.8759104803141745,2.990960598773806,,,,0.0,0.9934249850567842,0.0056934363674372435,0.003110382702491
176,Si,212.47900390625,6.616075038909912,3074.0,-1.735249271989236,1.3266115740152173,3.1003374018719514,-0.6125110154545368,0.35624159934499133,259.0,0.07740585774058577,0.9187089061566049,0.11001173034310341,0.9994463731786823
215,Si,221.1580047607422,5.615694522857666,2100.0,-0.7304090321963272,1.2724492714381719,2.560787044615299,,,,0.0,0.6276150627615062,0.47878125309944153,0.999052452332022
217,Si,221.73599243164062,5.619193077087402,218.0,-1.0442924963146591,0.8805130430739264,0.54727730320588,,,,0.0,0.06515242080095636,0.5837594568729401,0.010516243564087306
252,Si,230.3769989013672,7.290460586547852,3334.0,0.2506807071764534,2.5183755481796584,3.048119452326374,,,,0.0,0.9964136282127914,0.24856030941009521,0.002126749287757376
306,Si,250.76600646972656,4.953795433044434,2251.0,-0.8206853489695582,0.7205200245487736,3.099208878398654,,,,0.0,0.6727435744172146,0.45045605301856995,0.9982965325629048
307,Si,251.50799560546875,4.929646968841553,1459.0,-0.8412435937934077,0.45919377199316974,0.39928742133909106,,,,0.0,0.4360430364614465,0.7302067279815674,0.7316972573826251
308,Si,251.68699645996094,4.953795433044434,3292.0,-1.0066865903354518,0.8178304218457978,3.0176297597733006,,,,0.0,0.9838613269575612,0.11740164831280708,0.9984931184629433
309,Si,251.99600219726562,4.929646968841553,1443.0,-0.7161031426834406,0.6315187090333747,2.2548263552732295,,,,0.0,0.43126120741183505,0.6937050223350525,0.9981098397291378
311,Si,252.48699951171875,4.920085430145264,115.0,-0.8471768540388531,0.8340777056969931,0.4631438674743285,,,,0.0,0.034369396294082484,0.6743563413619995,0.07212089784273307
314,Si,252.927001953125,4.929646968841553,169.0,-1.19368679791501,0.7996152800061215,0.5280275430707883,,,,0.0,0.050508069336521216,0.6224563121795654,0.0050711098793461366
397,Si,288.24200439453125,5.082345962524414,3105.0,-0.662379261765146,0.9321510491450747,3.067884950942482,0.07439906136204044,0.144739365419447,50.0,0.014943215780035863,0.9279736999402272,0.11862645298242569,0.9986130652209572
69,,,,,,,,-1.6969527038668275e-05,1.266389256065281e-06,767.0,0.22922893006575015,0.0,,0.015821451195435075
80,,,,,,,,0.31620174964226067,0.1834426659707178,115.0,0.034369396294082484,0.0,,0.009968003991376945
104,,,,,,,,-1.3077044719977948e-05,3.3235765223693645e-07,40.0,0.011954572624028692,0.0,,0.00030155558440876336
126,,,,,,,,-1.1689985978335926e-05,8.41081938679622e-07,595.0,0.17782426778242677,0.0,,2.328393520105396e-05
136,,,,,,,,0.22308689691305972,0.13109086482829596,383.0,0.11446503287507472,0.0,,0.8603488286811141
143,,,,,,,,0.22333476217583836,0.1528070153160431,1113.0,0.33263598326359833,0.0,,0.0032974261379363325
150,,,,,,,,0.24256308181058017,0.2886472792163973,770.0,0.2301255230125523,0.0,,0.007563063989162696
161,,,,,,,,-1.576551370874313e-05,8.544481627922095e-07,1387.0,0.41452480573819483,0.0,,0.9453026298194147
181,,,,,,,,-0.2390527368283557,0.2294060122534745,775.0,0.2316198445905559,0.0,,0.9932683089227818
247,,,,,,,,-0.3167591645213932,0.19987345016075764,70.0,0.02092050209205021,0.0,,0.9990087903986886
254,,,,,,,,-0.3391097993125598,0.4374596520619266,52.0,0.015540944411237299,0.0,,0.9978213570771808
278,,,,,,,,-1.5519277326347947e-05,2.268174945450596e-06,3009.0,0.8992827256425583,0.0,,0.997453233741028
437,,,,,,,,-1.4917672753966826e-05,4.597720723864995e-07,181.0,0.054094441123729825,0.0,,0.004553974779383227
439,,,,,,,,-2.0949336814624075e-05,0.05108623610925013,1373.0,0.41034070531978484,0.0,,0.9918993026951811
448,,,,,,,,-1.874595818662783e-05,1.0163346857609666e-06,795.0,0.23759713090257023,0.0,,0.9927170301821003
478,,,,,,,,-1.5315507646107562e-05,0.039356318096879506,2039.0,0.6093843395098625,0.0,,0.7255587469352592
501,,,,,,,,0.08686108058350328,0.13913093293218282,893.0,0.26688583383144054,0.0,,0.978518891760563
503,,,,,,,,-0.13302468350562435,0.19718931407138765,958.0,0.28631201434548714,0.0,,0.9895423345290858
506,,,,,,,,-0.2729863287890808,0.07152871267268934,82.0,0.024506873879258817,0.0,,0.8250566926147245
509,,,,,,,,-1.9479068043892767e-05,0.10466582019620606,1525.0,0.45576808129109386,0.0,,0.04480252186066273
511,,,,,,,,0.12502949046658784,0.22002238874796567,499.0,0.14913329348475793,0.0,,0.0020588837788334423
522,,,,,,,,-0.08498353491433974,0.20129772274967583,553.0,0.16527196652719664,0.0,,0.003143290645489466
531,,,,,,,,0.14420270852918904,0.10619232158622659,63.0,0.01882845188284519,0.0,,0.9984713369580566
533,,,,,,,,-0.1159397976336276,0.10613371648748733,44.0,0.01315002988643156,0.0,,0.9966947697745311
599,,,,,,,,0.0815259973621032,0.09808089758845008,3271.0,0.9775851763299462,0.0,,0.3230842311078298
606,,,,,,,,-0.11253311106588626,0.08750949504452789,58.0,0.017334130304841603,0.0,,0.0009366798681933412
614,,,,,,,,-0.14637217917348444,0.22679442857359033,68.0,0.020322773460848775,0.0,,0.9582784834490427
631,,,,,,,,-0.007683801581698901,0.2468067527381916,200.0,0.05977286312014345,0.0,,0.9228733847405847
639,,,,,,,,-1.6287924852420588e-05,0.12999939427367102,354.0,0.10579796772265392,0.0,,0.011047518785814303
659,,,,,,,,0.24320071296149237,0.12420041669716368,49.0,0.014644351464435146,0.0,,0.0008659245610829148
664,,,,,,,,-0.07218656429965975,0.13411008978571493,45.0,0.013448894202032277,0.0,,0.9857936894199819
